id,type,text1,text2,text3,notes
vayra_survey_drone,SHIP,"This light survey pod is equipped with a relatively long-range control transmitter and a light marker flare originally intended for flagging mineral deposits. In the tumultuous cycles following the Collapse, many independent mining/exploratory concerns in the sector have taken advantage of the drone frame's high energy output to refit them with rudimentary ion pulse weaponry.",,,
vayra_mining_platform,SHIP,"Bulky and well-armored against impacts from stray space debris, the unmanned Mining Platform proves just as durable in the face of sentient detritus such as pirates.",,,
vayra_hammer_carrier,SHIP,"These unmanned drone pods mount a single Hammer-class blasting charge, originally intended for asteroid and lunar mining. Slow, unshielded and relatively fragile, they have nevertheless seen frequent use as light strike bombers in the cycles following the collapse. ",,,
vayra_wolverine,SHIP,"A robust drone frigate, carrying a heavy mining blaster along with a veritable arsenal of smaller lasers, and mounting a set of burst-operated maneuvering thrusters allowing it to greatly increase its agility when needed. The Wolverine was designed to support the Bear-class heavy platform in - relatively speaking - delicate operations such as ship- and station-breaking, where the massive bulk and nonmaneuverability of its mothership would cause difficulties.",,,
vayra_mining_hound,SHIP,"This hound has been extensively modified for deep-space mining. Changes include replacement of its weapon hardpoints with energy-capable mounts for blasters or plasma cutters, and the installation of a hardwired light mining laser in the portside engine nacelle. The onboard power plant has been overhauled to support these additions, at the cost of some armor and speed.

An old but durable hull class that lacks a shield generator, this frigate is sometimes used to ferry cargo instead of for combat duty. A lucky or gifted officer could make his fortune given the chance to captain one.",,,
vayra_hail,SHIP,"An exceedingly agile vessel, the Hail-class light pinnace is a recent development by the Tri-Tachyon Corporation. While the ship is poorly armed, its causality-violating 'Temporal Shell' system enables it to punch well above its weight.",,,
vayra_direwolf,SHIP,"An agile, technologically advanced destroyer with an oversized weapon mount, an efficient shield generator, and an overtaxed power core - in every way, this is a Wolf-class frigate writ large.",,,
vayra_razorback,SHIP,"A fearsome hand-built gunship, cobbled together from almost-functional scraps of many different vessels and plated over with heavy armor for good measure. The Razorback boasts a salvaged destroyer-grade power core and versatile mounting options allowing it to be refit for a variety of combat roles, although its efficacy in any of them is somewhat handicapped by its sluggish engines and lack of a shield emitter.",,,
vayra_henchman,SHIP,"The Henchman-class is an atmosphere-capable heavy destroyer-sized combat dropship, designed to deploy and support more than a company's worth of marines during planetside operations such as tech raids. Compared to the more common Valkyrie, it sacrifices some agility and troop capacity in exchange for heavier armor and radial weapon mounts useful for ground support.

Enterprising fleet commanders have been known to lean into the Henchman's capabilities by outfitting its radial mounts with anti-ship weapons and installing a jury-rigged fighter nanoforge in the shuttle bay, converting the dropship into a light carrier with the ability to protect itself both on-mission and in space combat.",,,
vayra_greyhound,SHIP,"A common modification package among independent and pirate militias thanks to its simplicity, the Greyhound has been refit for combat rather than light shipping. An auxiliary powerplant has been installed in place of the shielded cargo hold, and light weapon mounts fitted to the engine nacelles along with a system to temporarily overclock ballistic autoloaders for additional firepower.

An old but durable hull class that lacks a shield generator, this frigate is sometimes used to ferry cargo instead of for combat duty. A lucky or gifted officer could make his fortune given the chance to captain one.",,,
vayra_typhon,SHIP,"The Typhon-class cruiser bristles with energy weapon emplacements, backed up by a high-powered flux core more than capable of sustaining their fire for extended periods. Lacking the mobility or forward missile-focused loadout of its cousin the Aurora, the Typhon instead relies on its efficient shield, deep flux reserves, and wide turret arcs for protection. 

A transitional vessel produced by the Tri-Tachyon corporation to placate old-guard Domain Navy procurement officers seeking a return to the 'glory' of line-cruisers such as the Eagle and Dominator, the Typhon is a product of the same school of warship design that produced the Paragon-class battleship.",,,
vayra_badger_p,SHIP,"A pirate-built derived class, based on the Badger heavy mining drone tender. The additions include applique armor welded over the front bulkheads, a large central drive unit, and a heavy spinal gun mount. Due to the lack of supporting upgrades to the vessel's flux handling infrastructure, viable outfitting options are - fortunately for freighter pilots across the sector - somewhat limited.

A hulking deep-space mining vessel, the Badger-class heavy drone tender's capacious cargo holds and launch bay have lent it a reputation as an excellent choice for independent companies looking to expand their inventory. Sturdy armor and versatile weapon mounts - for a utility ship, at least - have made it a favorite of captains who roam far from civilized space.",,,
vayra_defense_pod_p,SHIP,"Fragile, short-ranged, and barely armed - ultimately, the only good things that can be said about the pirate-built Defense Pod are that at least it is cheap and uncrewed.",,,
vayra_targeting_pod_p,SHIP,"Mounting aether-ballistic computers and triangulation sensors rather than weaponry, the pirate-built Targeting Pod enhances the effective weapons range of its parent ship considerably for as long as it survives in the battlespace.",,,
vayra_blood_dog,SHIP,"An extremely overbuilt and excessively modified Hound, developed well beyond its initial specifications at the hands of its captain, the notorious Gal Paladin. Along with the obvious improvements to its weapons loadout and flux core, it boasts a transplanted military-grade shield generator and a surprisingly advanced C3 suite.",,,
vayra_warlord,SHIP,"The Warlord began its life as a Conquest-class Battlecruiser, possibly one of those originally brought to the sector by the illustrious XIV Battlegroup which founded the Hegemony. However, over the two-hundred-odd intervening cycles it has been repaired and rebuilt so many thimes that very little of the original hull still remains. Its capabilities differ significantly from its parent class, having been completely refit according to Hegemony standard ""Decisive Battle"" doctrine with an improved shield generator, near-impregnable armored belts, and massive Hammer-class torpedo broadsides fed from capacious internal magazines.",,,
vayra_kingfisher,SHIP,"A quick little shuttle with military-grade engines, an efficient shield, relatively heavy armament for its size, and a non-demanding support profile. The Kingfisher is a favorite vessel of not-quite-legitimate businessmen, tramp freighter captains, and other pilots whose work takes them frequently into - and beyond - the many combat zones and contested areas of the sector.",,,
vayra_spade,SHIP,"The Spade is a light hauler and mining launch that, despite an extremely competitive pricing scheme and generally nondemanding support profile, never managed to achieve the same success and ubiquity of its competitors - namely the Hermes, Kite, Pegasus, and eventually the Mercury. The Spade's sole redeeming feature is that with generous machining tolerances and so little internal volume devoted to crew, fuel, or cargo space, customization of the hull and weapon mounts is surprisingly easy. Often criticized for its weak engines, unshielded and essentially unarmored hull, and barely present hardpoint layout, it nonetheless remains in service in the Persean Sector... Most often in the hands of short-haul asteroid miners, in-system smugglers, and extremely down-on-their-luck scavengers or tramp freighter captains. 

Despite being originally manufactured before even the aging Hound, the Spade has been reclassified as a part of the Midline school of ship design due to the style of its engine pods, actually a semi-recent modernization.",,,
vayra_ruin,SHIP,"A prototype heavy defensive frigate, equipped with a low-power phase teleporter system allowing it to remotely deploy light Stinger-class fragmentation mines. Accusations that the vessel's integrated point defense system exceeds the Domain-era restrictions on sub-Gamma-level AI remain - so far - unproven.",,,
vayra_pinnacle,SHIP,"A heavy combat frigate built to high specifications and outfitted with state-of-the-art technology, the Pinnacle is equally comfortable in a close support or line combat role as it is providing point defense or escort cover for larger craft.",,,
vayra_exemplar,SHIP,"A defensive destroyer, standing in stark opposition to typical Expansion Epoch ship design. Light on point defense but carrying a posse of heavily shielded defensive drones, the Exemplar represents what may have been a shift in Domain naval doctrine near the time of the Collapse.",,,
vayra_seer,SHIP,"The Seer is a prototype dedicated support carrier, an attempt to miniaturize potent Recall Device technology for mass deployment on smaller vessels. Lacking in auxiliary weapon mounts, it is typically outfitted with a long-range beam weapon for fire support and must rely heavily on escorts for protection.",,,
vayra_clairvoyant,SHIP,"Recently designed by the Tri-Tachyon corporation in an attempt to close the ""carrier gap"" existing between their forces and other sector navies in the sub-capital range, the Clairvoyant is something of a technological marvel. Blending hyper-advanced flux handling systems and powerful shields with a pair of military-grade fighter nanoforges, the Clairvoyant's only shortcomings are slightly under-spec engine performance and a lack of weapon mounts if not fit with flux-intensive blaster weapons.",,,
vayra_caliban,SHIP,"The Caliban is an advanced asymmetrical heavy fighter design, carrying decoy flares along with a diverse collection of weapons and effective against most targets. Powerful shields give it good staying power in a fight, especially when deployed alongside other shielded fighters to spread damage and give each other time to vent flux.",,,
vayra_hammer_carrier_p_launcher,WEAPON,"This pirate-designed LPC hack forms the standard Hammer-class blasting charge directly into the carrier drone's frame, offering it rudimentary guidance and additional protection on its way to the target - at the cost of speed and, of course, destroying the carrier drone on impact.

These unmanned drone pods mount a single Hammer-class torpedo, originally intended for asteroid and lunar blasting. Slow, unshielded and relatively fragile, they have nevertheless seen frequent use as light strike bombers in the cycles following the collapse. ",Drone,,
vayra_strikefeed,SHIP_SYSTEM,"Temporarily overcharges the vessel's weapon mounts, causing energy emitters to deal increased damage and ballistic systems to cycle faster while both generate significantly less flux.",Offensive,"Increases energy damage, ballistic rate of fire, and reduces all weapon flux generation while active.",
vayra_prospector_drill,WEAPON,"Bombarding targets with a stream of charged, superheated plasma, this weapon makes short work of comets, asteroids, and unshielded hulls alike.",Close Support,,
vayra_lr_mining_laser,WEAPON,"A modification of the ubiquitous mining laser. This particular configuration is equipped with an extended focusing rod, giving it range equal to that of a modern combat laser.",Point Defense,,
vayra_mining_lance,WEAPON,"A modification of the ubiquitous mining laser. This particular configuration boasts a more powerful arc lamp and dedicated feed capacitors, allowing it to fire short bursts at a much higher intensity.",Point Defense,,
vayra_grav_blaster,WEAPON,"An atypical late-model miniaturized and mass-produced blaster weapon which is highly effective against shields, utilizing techniques discovered during development of the Graviton Beam. Fires pulses of energy which create micro-rifts in the local brane fabric, causing higher-brane gravitons to enter our space-time en masse and inflict violent gravimetric shearing on the target.",Suppression,,
vayra_phase_blaster,WEAPON,"A late-model miniaturized and mass-produced blaster weapon, utilizing techniques discovered during development of the Phase Lance. Fires destructive bolts of energy which exist partially in p-space, giving them excellent velocity at the cost of a shorter time-to-live.",General,,
vayra_light_cutter,WEAPON,"A short-range plasma cutter commonly used in heavy industrial shipbreaking or asteroid mining applications. While capable of projecting a great deal of thermal energy, its extremely limited range and high flux cost mean it is only employed as a weapon by the mad or truly desperate.",Strike,,
vayra_heavy_cutter,WEAPON,"A heavy industrial plasma cutter, slaved to a primitive combat targeting system and reprogrammed for use as a strike weapon. Capable of burning through even capital-grade armor in seconds, though its short range means few captains with access to one would be insane or recklessly suicidal enough to attempt such a feat.",Strike,,
vayra_degraded_taclaser,WEAPON,"Standard combat laser, manufactured from an aging and partially corrupted blueprint. Poor quality lenses lead to significant blooming, reducing effective range and damage - on the other hand, simple and robust circuitry makes for little mounting overhead.",Close Support,,
vayra_degraded_particle_beam,WEAPON,"A comet ice-mining tool repurposed as a weapon, manufactured from an aging or corrupted master blueprint. Poor-quality projector assembly significantly reduces damage potential and effective combat range, though it does have fairly low mounting overhead.",Assault,,
vayra_combat_laser,WEAPON,"High-powered general purpose combat laser, effective at medium to long ranges. Powerful targeting system also tracks small-signature threats such as missiles, though its bulky emitter assembly has some difficulty keeping up with fast-moving targets at close range.",Close Support,,
vayra_biorifle,WEAPON,"Spitting forth an unstable bundle of exotic plasma that rapidly destabilizes and scatters into nearly-as-dangerous 'child' particles, this rare piece of Domain-era industrial equipment was once used for exoplanet-scale excavation and earth removal projects. Now, in the chaos of the post-Collapse Persean Sector, it has been turned towards a new purpose in the hands of enterprising deep-fringe scavengers - warfare.

Recovered tech such as this is as rare in the sector as it is powerful, and the scavengers who risk their lives to bring it back from the far-flung fringe systems where it can be found often prefer to keep it for themselves.",Close Support,,
vayra_particle_beam,WEAPON,"This repurposed Domain-era heavy industrial tool operates by propelling a stream of microscopic fines at near-relativistic speeds, cutting through unprotected hull as easily as it does through comet ice. The continued impacts also transfer a significant amount of force to the target, enough to temporarily overpower the stabilizing thrusters of small craft.

Recovered tech such as this is as rare in the sector as it is powerful, and the scavengers who risk their lives to bring it back from the far-flung fringe systems where it can be found often prefer to keep it for themselves.",Assault,,
vayra_bearclaw,WEAPON,"A massively upsized version of the ubiquitous Mining Blaster, fully integrated into the flux circuits and hull of the Bear for increased efficiency and range. Powerful capacitors allow the device to project a devastating fusillade of energy bolts, shattering warship armor as easily as it does comet ice or planetary crusts - although it does take longer to charge and refire than its smaller cousin.",General,,
vayra_degraded_pulselaser,WEAPON,"A jury-rigged pulse laser, deliberately underclocked in order to account for manufacture from a partially corrupted blueprint. Mounting requirements are significantly reduced and integral microvents much more capable of dissipating weapon flux thanks to reduced power output. Smaller photon packets fired are less prone to aether scattering, increasing their range.",Assault,,
vayra_micropulser,WEAPON,"Standard IR pulse combat laser, deliberately underclocked for maximum flux efficiency at the cost of range and energy throughput. Low power requirements make for dramatically simpler mounting procedures.",Assault,,
vayra_ion_scatterer,WEAPON,"The baryonic chamber of this ion cannon has been modified to project a hail of weaker ion bolts rather than focusing its energy into a single shot, at the cost of some range.",Special,,
vayra_hammer_pod,WEAPON,"A twin-arm launching rack, autoloading Hammer-class torpedoes from an internal magazine. Commonly installed on heavy asteroid-cracking vessels, and infamous for its use by the poor and the desperate as an impromptu strike weapon.",Strike,,
vayra_annihilator_rack,WEAPON,"Fires a stream of unguided rockets that cover a narrrow arc. Typically used to strip away enemy armor once shields are down.

Medium to long-range rockets launched from a small rack that fires ten missiles in a narrow spread to improve the odds of hitting. Rockets are small and unguided, with the extra space being taken up by a larger warhead and improved propulsion systems, as well as thicker armor. 

Performs well against larger targets due to the higher chance of striking with multiple rockets. A rocket attack is often used as a screen before a torpedo strike to reduce the effectiveness of Point Defense systems.",Assault,,
vayra_annihilator_barrage,WEAPON,"Fires a spread of unguided rockets that cover a wide arc. Useful for dealing with large, armored targets at close range, or for blanketing a wide area to catch enemy small craft.

Medium to long-range rockets launched from a large pod that fires twenty missiles per salvo in a wide spread to saturate an area with fire. Rockets are small and unguided, with the extra space being taken up by a larger warhead and improved propulsion systems, as well as thicker armor. 

Performs well against larger targets due to the higher chance of striking with multiple rockets. A rocket attack is often used as a screen before a torpedo strike to reduce the effectiveness of Point Defense systems. Takes several seconds to reload after a salvo.",Assault,,
vayra_looted_tpc,WEAPON,"This Thermal Pulse Cannon has been ripped from its original mounting in the arm of an Onslaught and transplanted to this new vessel, with its muzzle affixed to a frankly underpowered turret mechanism. With so much damage to its internals, the weapon's power throughput, flux efficiency, range, accuracy, and capacitor storage have all suffered greatly.

Someone has hung a small wooden sign over the main access panel which reads, incongruously, 'NOT CANON'.",Assault,,
vayra_harvester_rack,WEAPON,"Harvester-class unguided torpedoes make use of a simple but effective armored casing, greatly improving their survivability and time-to-live in hostile point defense environments. The casing fragments into shrapnel upon detonation, somewhat diminishing direct blast damage to armor but causing devastating spalling when striking bare hull.",Strike,,
