id,type,frame,magnitude,map,path
multineedler,hardpoint,0,,material,graphics/URW/material/weapons/storm/flechette_storm_hardpoint_base00_material.png
multineedler,hardpoint,1,,material,graphics/URW/material/weapons/storm/flechette_storm_hardpoint_base01_material.png
multineedler,hardpoint,2,,material,graphics/URW/material/weapons/storm/flechette_storm_hardpoint_base02_material.png
multineedler,hardpoint,3,,material,graphics/URW/material/weapons/storm/flechette_storm_hardpoint_base03_material.png
multineedler,hardpoint,4,,material,graphics/URW/material/weapons/storm/flechette_storm_hardpoint_base00_material.png
multineedler,hardpoint,5,,material,graphics/URW/material/weapons/storm/flechette_storm_hardpoint_base01_material.png
multineedler,hardpoint,6,,material,graphics/URW/material/weapons/storm/flechette_storm_hardpoint_base02_material.png
multineedler,hardpoint,7,,material,graphics/URW/material/weapons/storm/flechette_storm_hardpoint_base03_material.png
multineedler,hardpoint,8,,material,graphics/URW/material/weapons/storm/flechette_storm_hardpoint_base00_material.png
multineedler,hardpoint,9,,material,graphics/URW/material/weapons/storm/flechette_storm_hardpoint_base01_material.png
multineedler,hardpoint,10,,material,graphics/URW/material/weapons/storm/flechette_storm_hardpoint_base02_material.png
multineedler,hardpoint,11,,material,graphics/URW/material/weapons/storm/flechette_storm_hardpoint_base03_material.png
multineedler,hardpoint,12,,material,graphics/URW/material/weapons/storm/flechette_storm_hardpoint_base00_material.png
multineedler,hardpoint,13,,material,graphics/URW/material/weapons/storm/flechette_storm_hardpoint_base01_material.png
multineedler,hardpoint,14,,material,graphics/URW/material/weapons/storm/flechette_storm_hardpoint_base02_material.png
multineedler,hardpoint,15,,material,graphics/URW/material/weapons/storm/flechette_storm_hardpoint_base03_material.png
multineedler,hardpoint,16,,material,graphics/URW/material/weapons/storm/flechette_storm_hardpoint_base00_material.png
multineedler,hardpoint,17,,material,graphics/URW/material/weapons/storm/flechette_storm_hardpoint_base01_material.png
multineedler,hardpoint,18,,material,graphics/URW/material/weapons/storm/flechette_storm_hardpoint_base02_material.png
multineedler,hardpoint,19,,material,graphics/URW/material/weapons/storm/flechette_storm_hardpoint_base03_material.png
multineedler,hardpoint,20,,material,graphics/URW/material/weapons/storm/flechette_storm_hardpoint_base00_material.png
multineedler,hardpoint,21,,material,graphics/URW/material/weapons/storm/flechette_storm_hardpoint_base01_material.png
multineedler,hardpoint,22,,material,graphics/URW/material/weapons/storm/flechette_storm_hardpoint_base02_material.png
multineedler,hardpoint,23,,material,graphics/URW/material/weapons/storm/flechette_storm_hardpoint_base03_material.png
shredder,turret,0,,material,graphics/URW/material/weapons/shredder/chaingun2_turret_base00_material.png
shredder,turret,1,,material,graphics/URW/material/weapons/shredder/chaingun2_turret_base01_material.png
shredder,turret,2,,material,graphics/URW/material/weapons/shredder/chaingun2_turret_base02_material.png
shredder,turret,3,,material,graphics/URW/material/weapons/shredder/chaingun2_turret_base00_material.png
shredder,turret,4,,material,graphics/URW/material/weapons/shredder/chaingun2_turret_base01_material.png
shredder,turret,5,,material,graphics/URW/material/weapons/shredder/chaingun2_turret_base02_material.png
shredder,turret,6,,material,graphics/URW/material/weapons/shredder/chaingun2_turret_base00_material.png
shredder,turret,7,,material,graphics/URW/material/weapons/shredder/chaingun2_turret_base01_material.png
shredder,turret,8,,material,graphics/URW/material/weapons/shredder/chaingun2_turret_base02_material.png
shredder,turret,9,,material,graphics/URW/material/weapons/shredder/chaingun2_turret_base00_material.png
shredder,turret,10,,material,graphics/URW/material/weapons/shredder/chaingun2_turret_base01_material.png
shredder,turret,11,,material,graphics/URW/material/weapons/shredder/chaingun2_turret_base02_material.png
shredder,turret,12,,material,graphics/URW/material/weapons/shredder/chaingun2_turret_base00_material.png
shredder,turret,13,,material,graphics/URW/material/weapons/shredder/chaingun2_turret_base01_material.png
shredder,turret,14,,material,graphics/URW/material/weapons/shredder/chaingun2_turret_base02_material.png
shredder,turret,15,,material,graphics/URW/material/weapons/shredder/chaingun2_turret_base00_material.png
shredder,turret,16,,material,graphics/URW/material/weapons/shredder/chaingun2_turret_base01_material.png
shredder,turret,17,,material,graphics/URW/material/weapons/shredder/chaingun2_turret_base02_material.png
shredder,hardpoint,0,,material,graphics/URW/material/weapons/shredder/chaingun2_hardpoint_base00_material.png
shredder,hardpoint,1,,material,graphics/URW/material/weapons/shredder/chaingun2_hardpoint_base01_material.png
shredder,hardpoint,2,,material,graphics/URW/material/weapons/shredder/chaingun2_hardpoint_base02_material.png
shredder,hardpoint,3,,material,graphics/URW/material/weapons/shredder/chaingun2_hardpoint_base00_material.png
shredder,hardpoint,4,,material,graphics/URW/material/weapons/shredder/chaingun2_hardpoint_base01_material.png
shredder,hardpoint,5,,material,graphics/URW/material/weapons/shredder/chaingun2_hardpoint_base02_material.png
shredder,hardpoint,6,,material,graphics/URW/material/weapons/shredder/chaingun2_hardpoint_base00_material.png
shredder,hardpoint,7,,material,graphics/URW/material/weapons/shredder/chaingun2_hardpoint_base01_material.png
shredder,hardpoint,8,,material,graphics/URW/material/weapons/shredder/chaingun2_hardpoint_base02_material.png
shredder,hardpoint,9,,material,graphics/URW/material/weapons/shredder/chaingun2_hardpoint_base00_material.png
shredder,hardpoint,10,,material,graphics/URW/material/weapons/shredder/chaingun2_hardpoint_base01_material.png
shredder,hardpoint,11,,material,graphics/URW/material/weapons/shredder/chaingun2_hardpoint_base02_material.png
shredder,hardpoint,12,,material,graphics/URW/material/weapons/shredder/chaingun2_hardpoint_base00_material.png
shredder,hardpoint,13,,material,graphics/URW/material/weapons/shredder/chaingun2_hardpoint_base01_material.png
shredder,hardpoint,14,,material,graphics/URW/material/weapons/shredder/chaingun2_hardpoint_base02_material.png
shredder,hardpoint,15,,material,graphics/URW/material/weapons/shredder/chaingun2_hardpoint_base00_material.png
shredder,hardpoint,16,,material,graphics/URW/material/weapons/shredder/chaingun2_hardpoint_base01_material.png
shredder,hardpoint,17,,material,graphics/URW/material/weapons/shredder/chaingun2_hardpoint_base02_material.png
chaingun,turret,0,1,normal,graphics/URW/normal/weapons/rotary/rotary_cannon_turret_base00_normal.png
chaingun,turret,1,1,normal,graphics/URW/normal/weapons/rotary/rotary_cannon_turret_base01_normal.png
chaingun,turret,2,1,normal,graphics/URW/normal/weapons/rotary/rotary_cannon_turret_base02_normal.png
chaingun,turret,3,1,normal,graphics/URW/normal/weapons/rotary/rotary_cannon_turret_base03_normal.png
chaingun,turret,4,1,normal,graphics/URW/normal/weapons/rotary/rotary_cannon_turret_base00_normal.png
chaingun,turret,5,1,normal,graphics/URW/normal/weapons/rotary/rotary_cannon_turret_base01_normal.png
chaingun,turret,6,1,normal,graphics/URW/normal/weapons/rotary/rotary_cannon_turret_base02_normal.png
chaingun,turret,7,1,normal,graphics/URW/normal/weapons/rotary/rotary_cannon_turret_base03_normal.png
chaingun,turret,8,1,normal,graphics/URW/normal/weapons/rotary/rotary_cannon_turret_base00_normal.png
chaingun,turret,9,1,normal,graphics/URW/normal/weapons/rotary/rotary_cannon_turret_base01_normal.png
chaingun,turret,10,1,normal,graphics/URW/normal/weapons/rotary/rotary_cannon_turret_base02_normal.png
chaingun,turret,11,1,normal,graphics/URW/normal/weapons/rotary/rotary_cannon_turret_base03_normal.png
chaingun,turret,12,1,normal,graphics/URW/normal/weapons/rotary/rotary_cannon_turret_base00_normal.png
chaingun,turret,13,1,normal,graphics/URW/normal/weapons/rotary/rotary_cannon_turret_base01_normal.png
chaingun,turret,14,1,normal,graphics/URW/normal/weapons/rotary/rotary_cannon_turret_base02_normal.png
chaingun,turret,15,1,normal,graphics/URW/normal/weapons/rotary/rotary_cannon_turret_base03_normal.png
chaingun,hardpoint,0,1,normal,graphics/URW/normal/weapons/rotary/rotary_cannon_hardpoint_base00_normal.png
chaingun,hardpoint,1,1,normal,graphics/URW/normal/weapons/rotary/rotary_cannon_hardpoint_base01_normal.png
chaingun,hardpoint,2,1,normal,graphics/URW/normal/weapons/rotary/rotary_cannon_hardpoint_base02_normal.png
chaingun,hardpoint,3,1,normal,graphics/URW/normal/weapons/rotary/rotary_cannon_hardpoint_base03_normal.png
chaingun,hardpoint,4,1,normal,graphics/URW/normal/weapons/rotary/rotary_cannon_hardpoint_base00_normal.png
chaingun,hardpoint,5,1,normal,graphics/URW/normal/weapons/rotary/rotary_cannon_hardpoint_base01_normal.png
chaingun,hardpoint,6,1,normal,graphics/URW/normal/weapons/rotary/rotary_cannon_hardpoint_base02_normal.png
chaingun,hardpoint,7,1,normal,graphics/URW/normal/weapons/rotary/rotary_cannon_hardpoint_base03_normal.png
chaingun,hardpoint,8,1,normal,graphics/URW/normal/weapons/rotary/rotary_cannon_hardpoint_base00_normal.png
chaingun,hardpoint,9,1,normal,graphics/URW/normal/weapons/rotary/rotary_cannon_hardpoint_base01_normal.png
chaingun,hardpoint,10,1,normal,graphics/URW/normal/weapons/rotary/rotary_cannon_hardpoint_base02_normal.png
chaingun,hardpoint,11,1,normal,graphics/URW/normal/weapons/rotary/rotary_cannon_hardpoint_base03_normal.png
chaingun,hardpoint,12,1,normal,graphics/URW/normal/weapons/rotary/rotary_cannon_hardpoint_base00_normal.png
chaingun,hardpoint,13,1,normal,graphics/URW/normal/weapons/rotary/rotary_cannon_hardpoint_base01_normal.png
chaingun,hardpoint,14,1,normal,graphics/URW/normal/weapons/rotary/rotary_cannon_hardpoint_base02_normal.png
chaingun,hardpoint,15,1,normal,graphics/URW/normal/weapons/rotary/rotary_cannon_hardpoint_base03_normal.png
multineedler,turret,0,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_turret_base00_normal.png
multineedler,turret,1,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_turret_base01_normal.png
multineedler,turret,2,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_turret_base02_normal.png
multineedler,turret,3,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_turret_base03_normal.png
multineedler,turret,4,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_turret_base00_normal.png
multineedler,turret,5,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_turret_base01_normal.png
multineedler,turret,6,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_turret_base02_normal.png
multineedler,turret,7,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_turret_base03_normal.png
multineedler,turret,8,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_turret_base00_normal.png
multineedler,turret,9,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_turret_base01_normal.png
multineedler,turret,10,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_turret_base02_normal.png
multineedler,turret,11,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_turret_base03_normal.png
multineedler,turret,12,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_turret_base00_normal.png
multineedler,turret,13,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_turret_base01_normal.png
multineedler,turret,14,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_turret_base02_normal.png
multineedler,turret,15,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_turret_base03_normal.png
multineedler,turret,16,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_turret_base00_normal.png
multineedler,turret,17,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_turret_base01_normal.png
multineedler,turret,18,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_turret_base02_normal.png
multineedler,turret,19,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_turret_base03_normal.png
multineedler,turret,20,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_turret_base00_normal.png
multineedler,turret,21,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_turret_base01_normal.png
multineedler,turret,22,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_turret_base02_normal.png
multineedler,turret,23,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_turret_base03_normal.png
multineedler,hardpoint,0,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_hardpoint_base00_normal.png
multineedler,hardpoint,1,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_hardpoint_base01_normal.png
multineedler,hardpoint,2,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_hardpoint_base02_normal.png
multineedler,hardpoint,3,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_hardpoint_base03_normal.png
multineedler,hardpoint,4,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_hardpoint_base00_normal.png
multineedler,hardpoint,5,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_hardpoint_base01_normal.png
multineedler,hardpoint,6,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_hardpoint_base02_normal.png
multineedler,hardpoint,7,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_hardpoint_base03_normal.png
multineedler,hardpoint,8,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_hardpoint_base00_normal.png
multineedler,hardpoint,9,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_hardpoint_base01_normal.png
multineedler,hardpoint,10,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_hardpoint_base02_normal.png
multineedler,hardpoint,11,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_hardpoint_base03_normal.png
multineedler,hardpoint,12,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_hardpoint_base00_normal.png
multineedler,hardpoint,13,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_hardpoint_base01_normal.png
multineedler,hardpoint,14,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_hardpoint_base02_normal.png
multineedler,hardpoint,15,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_hardpoint_base03_normal.png
multineedler,hardpoint,16,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_hardpoint_base00_normal.png
multineedler,hardpoint,17,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_hardpoint_base01_normal.png
multineedler,hardpoint,18,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_hardpoint_base02_normal.png
multineedler,hardpoint,19,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_hardpoint_base03_normal.png
multineedler,hardpoint,20,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_hardpoint_base00_normal.png
multineedler,hardpoint,21,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_hardpoint_base01_normal.png
multineedler,hardpoint,22,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_hardpoint_base02_normal.png
multineedler,hardpoint,23,1,normal,graphics/URW/normal/weapons/storm/flechette_storm_hardpoint_base03_normal.png
shredder,turret,0,1,normal,graphics/URW/normal/weapons/shredder/chaingun2_turret_base00_normal.png
shredder,turret,1,1,normal,graphics/URW/normal/weapons/shredder/chaingun2_turret_base01_normal.png
shredder,turret,2,1,normal,graphics/URW/normal/weapons/shredder/chaingun2_turret_base02_normal.png
shredder,turret,3,1,normal,graphics/URW/normal/weapons/shredder/chaingun2_turret_base00_normal.png
shredder,turret,4,1,normal,graphics/URW/normal/weapons/shredder/chaingun2_turret_base01_normal.png
shredder,turret,5,1,normal,graphics/URW/normal/weapons/shredder/chaingun2_turret_base02_normal.png
shredder,turret,6,1,normal,graphics/URW/normal/weapons/shredder/chaingun2_turret_base00_normal.png
shredder,turret,7,1,normal,graphics/URW/normal/weapons/shredder/chaingun2_turret_base01_normal.png
shredder,turret,8,1,normal,graphics/URW/normal/weapons/shredder/chaingun2_turret_base02_normal.png
shredder,turret,9,1,normal,graphics/URW/normal/weapons/shredder/chaingun2_turret_base00_normal.png
shredder,turret,10,1,normal,graphics/URW/normal/weapons/shredder/chaingun2_turret_base01_normal.png
shredder,turret,11,1,normal,graphics/URW/normal/weapons/shredder/chaingun2_turret_base02_normal.png
shredder,turret,12,1,normal,graphics/URW/normal/weapons/shredder/chaingun2_turret_base00_normal.png
shredder,turret,13,1,normal,graphics/URW/normal/weapons/shredder/chaingun2_turret_base01_normal.png
shredder,turret,14,1,normal,graphics/URW/normal/weapons/shredder/chaingun2_turret_base02_normal.png
shredder,turret,15,1,normal,graphics/URW/normal/weapons/shredder/chaingun2_turret_base00_normal.png
shredder,turret,16,1,normal,graphics/URW/normal/weapons/shredder/chaingun2_turret_base01_normal.png
shredder,turret,17,1,normal,graphics/URW/normal/weapons/shredder/chaingun2_turret_base02_normal.png
shredder,hardpoint,0,1,normal,graphics/URW/normal/weapons/shredder/chaingun2_hardpoint_base00_normal.png
shredder,hardpoint,1,1,normal,graphics/URW/normal/weapons/shredder/chaingun2_hardpoint_base01_normal.png
shredder,hardpoint,2,1,normal,graphics/URW/normal/weapons/shredder/chaingun2_hardpoint_base02_normal.png
shredder,hardpoint,3,1,normal,graphics/URW/normal/weapons/shredder/chaingun2_hardpoint_base00_normal.png
shredder,hardpoint,4,1,normal,graphics/URW/normal/weapons/shredder/chaingun2_hardpoint_base01_normal.png
shredder,hardpoint,5,1,normal,graphics/URW/normal/weapons/shredder/chaingun2_hardpoint_base02_normal.png
shredder,hardpoint,6,1,normal,graphics/URW/normal/weapons/shredder/chaingun2_hardpoint_base00_normal.png
shredder,hardpoint,7,1,normal,graphics/URW/normal/weapons/shredder/chaingun2_hardpoint_base01_normal.png
shredder,hardpoint,8,1,normal,graphics/URW/normal/weapons/shredder/chaingun2_hardpoint_base02_normal.png
shredder,hardpoint,9,1,normal,graphics/URW/normal/weapons/shredder/chaingun2_hardpoint_base00_normal.png
shredder,hardpoint,10,1,normal,graphics/URW/normal/weapons/shredder/chaingun2_hardpoint_base01_normal.png
shredder,hardpoint,11,1,normal,graphics/URW/normal/weapons/shredder/chaingun2_hardpoint_base02_normal.png
shredder,hardpoint,12,1,normal,graphics/URW/normal/weapons/shredder/chaingun2_hardpoint_base00_normal.png
shredder,hardpoint,13,1,normal,graphics/URW/normal/weapons/shredder/chaingun2_hardpoint_base01_normal.png
shredder,hardpoint,14,1,normal,graphics/URW/normal/weapons/shredder/chaingun2_hardpoint_base02_normal.png
shredder,hardpoint,15,1,normal,graphics/URW/normal/weapons/shredder/chaingun2_hardpoint_base00_normal.png
shredder,hardpoint,16,1,normal,graphics/URW/normal/weapons/shredder/chaingun2_hardpoint_base01_normal.png
shredder,hardpoint,17,1,normal,graphics/URW/normal/weapons/shredder/chaingun2_hardpoint_base02_normal.png
chaingun,turret,0,,surface,graphics/URW/surface/weapons/rotary/rotary_cannon_turret_base00_surface.png
chaingun,turret,1,,surface,graphics/URW/surface/weapons/rotary/rotary_cannon_turret_base01_surface.png
chaingun,turret,2,,surface,graphics/URW/surface/weapons/rotary/rotary_cannon_turret_base02_surface.png
chaingun,turret,3,,surface,graphics/URW/surface/weapons/rotary/rotary_cannon_turret_base03_surface.png
chaingun,turret,4,,surface,graphics/URW/surface/weapons/rotary/rotary_cannon_turret_base00_surface.png
chaingun,turret,5,,surface,graphics/URW/surface/weapons/rotary/rotary_cannon_turret_base01_surface.png
chaingun,turret,6,,surface,graphics/URW/surface/weapons/rotary/rotary_cannon_turret_base02_surface.png
chaingun,turret,7,,surface,graphics/URW/surface/weapons/rotary/rotary_cannon_turret_base03_surface.png
chaingun,turret,8,,surface,graphics/URW/surface/weapons/rotary/rotary_cannon_turret_base00_surface.png
chaingun,turret,9,,surface,graphics/URW/surface/weapons/rotary/rotary_cannon_turret_base01_surface.png
chaingun,turret,10,,surface,graphics/URW/surface/weapons/rotary/rotary_cannon_turret_base02_surface.png
chaingun,turret,11,,surface,graphics/URW/surface/weapons/rotary/rotary_cannon_turret_base03_surface.png
chaingun,turret,12,,surface,graphics/URW/surface/weapons/rotary/rotary_cannon_turret_base00_surface.png
chaingun,turret,13,,surface,graphics/URW/surface/weapons/rotary/rotary_cannon_turret_base01_surface.png
chaingun,turret,14,,surface,graphics/URW/surface/weapons/rotary/rotary_cannon_turret_base02_surface.png
chaingun,turret,15,,surface,graphics/URW/surface/weapons/rotary/rotary_cannon_turret_base03_surface.png
chaingun,hardpoint,0,,surface,graphics/URW/surface/weapons/rotary/rotary_cannon_hardpoint_base00_surface.png
chaingun,hardpoint,1,,surface,graphics/URW/surface/weapons/rotary/rotary_cannon_hardpoint_base01_surface.png
chaingun,hardpoint,2,,surface,graphics/URW/surface/weapons/rotary/rotary_cannon_hardpoint_base02_surface.png
chaingun,hardpoint,3,,surface,graphics/URW/surface/weapons/rotary/rotary_cannon_hardpoint_base03_surface.png
chaingun,hardpoint,4,,surface,graphics/URW/surface/weapons/rotary/rotary_cannon_hardpoint_base00_surface.png
chaingun,hardpoint,5,,surface,graphics/URW/surface/weapons/rotary/rotary_cannon_hardpoint_base01_surface.png
chaingun,hardpoint,6,,surface,graphics/URW/surface/weapons/rotary/rotary_cannon_hardpoint_base02_surface.png
chaingun,hardpoint,7,,surface,graphics/URW/surface/weapons/rotary/rotary_cannon_hardpoint_base03_surface.png
chaingun,hardpoint,8,,surface,graphics/URW/surface/weapons/rotary/rotary_cannon_hardpoint_base00_surface.png
chaingun,hardpoint,9,,surface,graphics/URW/surface/weapons/rotary/rotary_cannon_hardpoint_base01_surface.png
chaingun,hardpoint,10,,surface,graphics/URW/surface/weapons/rotary/rotary_cannon_hardpoint_base02_surface.png
chaingun,hardpoint,11,,surface,graphics/URW/surface/weapons/rotary/rotary_cannon_hardpoint_base03_surface.png
chaingun,hardpoint,12,,surface,graphics/URW/surface/weapons/rotary/rotary_cannon_hardpoint_base00_surface.png
chaingun,hardpoint,13,,surface,graphics/URW/surface/weapons/rotary/rotary_cannon_hardpoint_base01_surface.png
chaingun,hardpoint,14,,surface,graphics/URW/surface/weapons/rotary/rotary_cannon_hardpoint_base02_surface.png
chaingun,hardpoint,15,,surface,graphics/URW/surface/weapons/rotary/rotary_cannon_hardpoint_base03_surface.png
multineedler,turret,0,,surface,graphics/URW/surface/weapons/storm/flechette_storm_turret_base00_surface.png
multineedler,turret,1,,surface,graphics/URW/surface/weapons/storm/flechette_storm_turret_base01_surface.png
multineedler,turret,2,,surface,graphics/URW/surface/weapons/storm/flechette_storm_turret_base02_surface.png
multineedler,turret,3,,surface,graphics/URW/surface/weapons/storm/flechette_storm_turret_base03_surface.png
multineedler,turret,4,,surface,graphics/URW/surface/weapons/storm/flechette_storm_turret_base00_surface.png
multineedler,turret,5,,surface,graphics/URW/surface/weapons/storm/flechette_storm_turret_base01_surface.png
multineedler,turret,6,,surface,graphics/URW/surface/weapons/storm/flechette_storm_turret_base02_surface.png
