id,type,text1,text2,text3,notes
TADA_foray_pather,SHIP," Fanatics of the Luddic Path have made this ship their own, stripping out all unnecessary furnishing and transforming it into a haphazard vehicle of holy war. While not exactly modular, with the help of a decent dry-dock and some elbow grease, the ventral cargo-hold of a Venture-class Freighter can be replaced with something entirely different. In this instance, a humongous missile storage unit and a dedicated torpedo launcher. While not exactly a combat grade ship, this now well know modification gave smaller independent worlds the possibility to lay siege on low key Pirate strongholds. Sadly for them, it was not long before the same Pirates started to convert their own Venture-class and assault small defense stations, albeit with inferior but more readily available weapons. 

 Given the somewhat niche role and not insignificant work required to make the modifications, these ships are about as a rare sight as one can expect, and seeing several assembling together is almost guaranteed to indicate that yet another station is going to be turned into space rubble.",,,
,,,,,
TADA_foray_pirate,SHIP," While not exactly modular, with the help of a decent dry-dock and some elbow grease, the ventral cargo-hold of a Venture-class Freighter can be replaced with something entirely different. In this instance, a humongous missile storage unit and a dedicated torpedo launcher. While not exactly a combat grade ship, this now well know modification gave smaller independent worlds the possibility to lay siege on low key Pirate strongholds. Sadly for them, it was not long before the same Pirates started to convert their own Venture-class and assault small defense stations, albeit with inferior but more readily available weapons. 

 Given the somewhat niche role and not insignificant work required to make the modifications, these ships are about as a rare sight as one can expect, and seeing several assembling together is almost guaranteed to indicate that yet another station is going to be turned into space rubble.",,,
,,,,,
,,,,,
,,,,,
TADA_crane,SHIP,"An extensive conversion of decommissioned Eagle-class cruisers into fast and sturdy freighters with both a vast cargo hold and large fuel tanks, designed to keep up with military fleets. Though almost useless offensively, they can defend themselves against pursuing strike crafts. 

In 193, the Valis system went through a succession of uprisings that left the dominant government quite weakened. Dangerously close to bankruptcy, the planet could no longer afford its oversize military fleet. After securing the borders through a diplomatic agreement with the Hegemony around century long exploitation rights for the rich asteroid fields, the government tried to start on rebuilding the ruined infrastructure. The idea was to fund the reconstruction by selling half the ships of the fleet, and keeping only a quarter of them in active duty to maintain the fragile peace. 

That sale attracted a lot of propositions from rather shady groups from every nearby star. Worrying about willingly arming pirates, and not eager to further reinforce the local presence of the Hegemony in the system, the sale was postponed until they could have the insurance these weapons would never be used against them. The obvious solution was to disarm them, but then nobody would buy them. These were warships; even removing the mounts would not create much usable cargo space without a serious refit of the interior space. 

The decision was taken to only sell Eagle class cruisers, redesigned as fast, moderately armored freighters to reduce the cost of the modification. The specification document asked to remove all but one turret, but also add a small fighter bay in the space emptied from the frontal armament. The launching doors would also be used to load the cargo with great efficiency. This new class of ships was to place itself as an alternative between Mule and Venture class freighters. Fast as a Mule, but with the Cargo space of a Venture, and a dedicated fighter escort to avoid any damage should the ships encounter pirates. 

Sadly, the redesigning took quite some time, and the first conversions didn't go that well. While the Crane class Composite freighter is now a commercial success, the Valis system had to sink deeper under the Hegemony influence to secure reconstruction funds and avoid a total breakdown of the Planet's infrastructure. Now the government is but a puppet of the Hegemony, but the system is renowned for its ship refitting industry and talented engineers in converting existing hulls.",,,
,,,,,
TADA_crane_pirate,SHIP," While it is a demilitarized surplus Eagle conversion, the Crane-class is still posses many traits of a combat vessel. And by virtue of being easier to procure, they turned out to be a perfect platform for the Pirate shipyard to jury-rig a whole family of conversions of their own. The most popular of them being a carrier conversion: Opening up the front to install proper landing strips and converting some of the cargo space for flux capacitors can turn a Crane into an adequate Freighter/Carrier hybrid support ship.

In 193, the Valis system went through a succession of uprisings that left the dominant government quite weakened. Dangerously close to bankruptcy, the planet could no longer afford its oversize military fleet. After securing the borders through a diplomatic agreement with the Hegemony around century long exploitation rights for the rich asteroid fields, the government tried to start on rebuilding the ruined infrastructure. The idea was to fund the reconstruction by selling half the ships of the fleet, and keeping only a quarter of them in active duty to maintain the fragile peace. 

That sale attracted a lot of propositions from rather shady groups from every nearby star. Worrying about willingly arming pirates, and not eager to further reinforce the local presence of the Hegemony in the system, the sale was postponed until they could have the insurance these weapons would never be used against them. The obvious solution was to disarm them, but then nobody would buy them. These were warships; even removing the mounts would not create much usable cargo space without a serious refit of the interior space. 

The decision was taken to only sell Eagle class cruisers, redesigned as fast, moderately armored freighters to reduce the cost of the modification. The specification document asked to remove all but one turret, but also add a small fighter bay in the space emptied from the frontal armament. The launching doors would also be used to load the cargo with great efficiency. This new class of ships was to place itself as an alternative between Mule and Venture class freighters. Fast as a Mule, but with the Cargo space of a Venture, and a dedicated fighter escort to avoid any damage should the ships encounter pirates. 

Sadly, the redesigning took quite some time, and the first conversions didn't go that well. While the Crane class Composite freighter is now a commercial success, the Valis system had to sink deeper under the Hegemony influence to secure reconstruction funds and avoid a total breakdown of the Planet's infrastructure. Now the government is but a puppet of the Hegemony, but the system is renowned for its ship refitting industry and talented engineers in converting existing hulls.",,,
,,,,,
,,,,,
,,,,,
TADA_brilliantX,SHIP," A fortunately rare variant of the Brillant-class autonomous AI ship that trades its fighter support and shield for a Phase Cloack system and High Energy Focus.

A remnant of the autonomous AI fleets developed by the TriTachyon Corporation. Illegal under Domain (and Hegemony) law, and an abomination to the Church of Galactic Redemption, the First AI War saw these creations purged from the Sector. At least that is how the official histories tell it.",,,
,,,,,
,,,,,
,,,,,
TADA_scintillaX,SHIP,"A fortunately rare variant of the Scintilla-class autonomous AI ship that trades its fighter support and shield for a Phase system and heavier armament.

A remnant of the autonomous AI fleets developed by the TriTachyon Corporation. Illegal under Domain (and Hegemony) law, and an abomination to the Church of Galactic Redemption, the First AI War saw these creations purged from the Sector. At least that is how the official histories tell it.",,,
,,,,,
,,,,,
,,,,,
TADA_shine,SHIP,"A remnant of the autonomous AI fleets developed by the TriTachyon Corporation. Illegal under Domain (and Hegemony) law, and an abomination to the Church of Galactic Redemption, the First AI War saw these creations purged from the Sector. At least that is how the official histories tell it.

A very offensive design maximizing damage output at the expense of almost everything else. Able to mount a staggering variety of loadouts, the Shine-class can be fitted for virtually every role with deadly results.",,,
,,,,,
,,,,,
,,,,,
# SHIP-SYSTEMS SHIP-SYSTEMS SHIP-SYSTEMS,,,,,
,,,,,
,,,,,
,,,,,
TADA_readyracks,SHIP_SYSTEM,"Reload missile launchers in combat by using two ammo ready-racks.",Special,"Reload missile launchers in combat by using two ammo ready-racks.",
,,,,,
TADA_burn,SHIP_SYSTEM,"Lower intensity Burn Drive system that can be sustained during combat operation, allowing quick strategic repositioning.",Movement,"Increases the ship's speed and maneuverability at the cost of all flux dissipation. Forces the ship forward.",
,,,,,
TADA_gravHook,SHIP_SYSTEM,"Pulls back anything standing in a long but narrow arc in front of the ship. The system can store up to three charges.",Special,"Pulls back anything standing in a long but narrow arc in front of the ship. The system can store up to three charges.",
,,,,,
