id,type,text1,text2,text3,notes
ocua_blita,WEAPON,"A rapid hardlight cannon designed specifically to hunt down small targets with its extremely light but armor-piercing luminous projectiles.

Not precisely a laser, but mystery surrounds it to an ionized bolt of solidified photons so dense that it breaks the atomic bonds of physical objects. The Blita hardlight cannon fires jets of these ionic pulses towards fighter crafts large enough to penetrate the hull then catalyze a short-circuit to adjecent electronics as it dissipates. Making such a weapon an odd but effective strike-craft killer.",Point Defense,,
ocua_fairy,WEAPON,"A second-generation Oculian plasma weaponry, equipped with a twin barrel mount and an even more powerful reactor for deadlier output.

More of a crude introduction as adding another barrel seemed appropriate for the pirates when they attempted to jam two Pixie cannons in one place.

The Arc Mother noticed this attempt and decided to build it accordingly. The additional barrel would mean less cooling time and more power demand as an empty barrel would demand a charge. Thus, the Fairy was made.",,,
ocua_kaina,WEAPON,"A battle-grade Flash cannon with an increased intensity and battery capacity, the Kaina is adept for short-mid ranged combat with great efficiency against strikecraft.",Close Support,,
ocua_gleam,WEAPON,"Upscaled for concentrated firepower, the Gleam is typically carried by larger warships of the Oculian armada due to its reliable precision to take out armored torpedoes.

Carrying the same flaws of the Glint laser cannon and more notably its strength as an anti-missile measure, the Gleam is essentially an equivalent of a microscope of the Glint comparison to a magnifying glass, taking advantage of its larger battery and a more potent crystal.",Anti-Fighter,,
ocua_pixie_fighter,WEAPON,"An Oculian plasma cannon further miniaturized to fit into a fighter's chassis. While not as powerful, it can still blow a hole for other Oculian drones to finish off what is left.",Assault,,
ocua_shecina,WEAPON,"The upscaled product of the Shena quartz delivery system, capable of firing a short hail of ionized crystals towards its general direction, disabling its targets reliably than its purely energy-based relatives.",,,
,,,,,
ocua_kurtina,WEAPON,"Understandably the weakest beam weapon of its size, the Kurtina is an Oculian combat beam that provides fire support with the smallest energy footprint ever recorded in the Persean sector.

A true traditional Laser weapon in the hands of the Oculian Armada since the Collapse. As the earliest cycles when Arc Mother was establishing a foothold on Atalie Pax, Kurtina was previously used in mining operations benefitting its low emission trait that none of the Persean scanners would detect. The Kurtina is maintains a very low energy input, distributed through its three seperate barrels with intricately aligned crystals to produce the beams.",Close Support,,
ocua_leia,WEAPON,"Many consider this as the shoddy autopulse cannon, the Leia happens to thrive in efficiency and sustainability where the original cannot.

The Leia was immediately noticed as early on the Oculian conflicts when the first manned destroyers arrived for action. Short, but powerful bursts of energy endlessly pulsing within the sights of thermal detection sensors as the Hegemony fought on to claim what little territory they have on Haelim.",Assault,,
ocua_mi_manndie,WEAPON,"A near-perfected Laser canister weapon, with the capacity to materialize photon discharges to shatter within its victims. The Manndie pulse cannon is the Mikanate mainstay weapon that excels in crippling its enemies with its walls of hardened light.

After countless successes from the Leia laser canister cannon, a new variant had to be developed in order to maintain combat competitiveness against an ever evolving threat. The Manndie program was put to work which fabricated what is effectively a solid piece for the Oculian arsenal.

Three barrels, more photon compressors and an advanced targeting system allowed such a weapon to perform even at the most stressful environments. Pirates took it as more of an effective conventional weapon than what Tri-Tachyon would ever put on the market but often fell short for its terrible calculation requirements. ",Assault,,
ocua_ruby,WEAPON,"An even stronger hardlight weapon, repurposed with a goal of targeting large vessels over a longer distance, the Oculian Ruby as fondful poking tool made for the sadistic red gremlins.

Surprisingly, its secret lies heavily on how the barrel forces the weightless projectile out of its cylinder similarly how a physical bullet is propelled by conventional propulsion. The Armada had made sure that the amount of energy given to each shot is precisely at the right level, which is virtually inconceivable through handmade calculations.

Despite its exclusivity as an Oculian weapon, any ship who can get their hands on such a device. When it does, it can throttle as much piercing hardlight to any target with little punishment as possible from their own shooter.",Fire Support,,
ocua_freya,WEAPON,"The penultimate conclusion of the Pixie-plasma series, the Freya is simple but powerful weapon with the intention of ejecting loads of hot plasma within its general vicinity.

As if a small battery section of plasma cannons is already too much to take in, a singular but rotary platform of the entire section is produced to replicate the entire arsenal in the guise of one weapon. The Freya successfully fulfills its role as an aggressive option for captains who choose to go all in with their power design and throw as much damage to the enemy as they could think of.

Clearly a design that pirates suggested over the decoded lines when going through their recent raids with the Armada.",Assault,,
ocua_vira,WEAPON,"An industrialized step-up of the Oculian kinetic laser technology, the Vira can rip through the toughest of fighters with powerful high-intensity pulses.

A design fit for battleships that have to compete with carriers whom possess a varying degree of fighter compliments and corvette escorts where its smaller counterpart begin to fail its role, this weapon uses the same bolt firing systems with the extension battery charges to maintain its power over time.",Point Defense,,
ocua_katalina,WEAPON,"A massive battery of high-disperse laser cannons, the Katalina is designed as a cost-effective solution to spaceborne group clearing.",Close Support,,
ocua_glistal,WEAPON,The Glistal is rigged to a deadly barrage setting due to its redundant design of synchronized high-powered lasers.,Strike,,
ocua_nicor,WEAPON,"A triple-barrel plasma cannon, Nicor is designed for mainline warships to quickly unload accurate energy charges without straining its power systems.",Strike,,
,,,,,
ocua_pixel,WEAPON,"This lightweight torpedo mount is built for its disposability, a universally adaptable torpedo that requires nothing more but a small power source and a launch point.

Built with a dumb-AI drone installed, a Pixel can fly straight into the fray without any substantial consequence as the payload is too minimal to even be an effective weapon in the eyes of the defender.",Strike,,
ocua_shizuka,WEAPON,"A weapon system that boasts possibly the lowest yield of guided projectiles in its kind with the fastest and most efficient missile projection possible.

What size is almost essentially lobs of personal handheld grenades throttled by morbidly cheap thrusters makes the Kaze-family an eccentric example of Oculian military engineering. Mass produced by the millions, Kaze-missile launchers are able to split into three variants which the Oculians can use enmasse.

It was almost like the past has come back to haunt the modern days.",Close Support,,
ocua_sazanami,WEAPON,"Disposable, mid-yield guided missile rack, meant to generate weakspots for other Oculian weapons to unload at.

Much like its torpedo variant, this guidance-boosted missile system comes with a replacable rack and loader that compensates its low-grade design. This device so small compared to other launchers that allows a freedom of four explosive units instead of three.",Close Support,,
ocua_resel,WEAPON,"Rapidly-grown crystals at their poorest quality do not go to waste thanks to the rocket's lightweight assembly system. The smallest unit of the Resel series allows an ease of means to unload such destructive crystals to its target.

Not too long after mining procedures finished within the Adalie's inner crust, crystal farming went to full production to accomodate the supposed loss in time for military applications to reach cruiser doctrines. Such process of growing crystals in deep metal recycling often produces weak, unlinkable lenses that do little for laser amplification. With so much crystals in a poor state, the development to repurpose them obviously came to mind.

One of the options was laser fractalization such weapons like the Kea was able to fulfill in great success. The other is the Resel, an improvised missile technology that forego the use of electronics for guidance and is instead loaded with worthless crystals then launch them against a target with expectations of it being destroyed from within. At first, it seemed an amusing suggestion, but then it managed to succeed on what it meant to do. As electronics of the opposing Tri-Tachyon ships implode, as crystals shatter and began rupturing vital components that inevitably led to their destruction.",General,,
ocua_kilopixel,WEAPON,"An upscaled torpedo with the payload and tracking capability to match. Powerful enough to expose a large firepoint and do considerable damage.

Mikanate Kilopixels, while simple to reproduce in an assembly matrix, has been a weighty logistics issue for many Oculian captains. Its mass alone, due to its payload being a major contributor, is enough to even make the largest ships notice a center of mass difference once the torpedo is loaded.",Strike,,
,,,,,
ocua_pixelplus,WEAPON,"A properly fixated payload delivery system, this Plus variant unloads Pixels at a steady degree to ensure a proper charge can deliver effective blows.",Strike,,
ocua_shizukesa,WEAPON,"Coupled in a pair more, this propelling explosive launcher system is built to overload anti-missile systems and anticipate fighters with additional lobs.",Close Support,,
ocua_suzuya,WEAPON,"A larger yet still disposable, low-yield guided missile rack, aimed for the purpose of maximized ballistics efficiency.

An outrageous design of 16 missiles on an external rack makes the Suzuya a popular weapon choice for low-grade pirates who are stingy enough to keep an active missile array while putting strain on other weapon types. Due to its below average yield, both economically and physically, the Suzuya is doomed for the status but is never disregarded as a reasonable threat not to be pointed at with.",Close Support,,
ocua_reselplus,WEAPON,"A moderate-scale Crystal payload launcher akin to the Annihilator rocket pod, this variant punishes poorly armored ships with its constant flow of unguided fragmenting rockets.

Not much was mentioned after industrializing crystal growth not just on Adalie but for the rest of the system. New technology that allows microassembly of crystals allowed the Plus unit of the Resel to materialize. While not as powerful as the commercial factories on colonies, the unit is capable of replacing used crykets within a short timespan.",General,,
ocua_macroxel,WEAPON,"A very large payload mix of crystals and explosives loaded into an armored shell of a torpedo. This weapon is made to inject its destruction upon a helpless vessel with a volume to match its resolution.

Easily confused as an oversized Pixel torpedo, this crystal-infused warhead does little to punch armor. Moreover, it does its destruction by widening the hole of the weakened bulkhead of the larger vessels. Its also worth noting about its survivability, thanks to its payload being crystals, the Macroxel is solid enough to withstand the opposing forces with such heavy point defenses.

The Oculian Armada seeks to minituarize this weapon as it provides a breathing room for cornered fleets as well, as fighters turn in horror were soon to discover a ring of crystal shards overwhelm their visuals when attempting to force a perimeter on a likely Oculian vessel.",Finisher,,
,,,,,
ocua_pixelplux,WEAPON,"Twin-launcher module that unloads multiple torpedoes at a sustained burst, the ++ variant of the Pixel ensures nothing will be left out a chance without getting a hit by this weapon.

Using an industrial clip-magazine system that injects the necessary ammunition within the launcher grants the needed firing speed for any middle-class ship that can accomodate the load. And due to its simplicity in design, computers can easily integrate the mount surprisingly as if it were a small weapon.

It is cheap, easy and designated to be an aggressive weapon, the user of the Pixel Plus can plough through the battlefield without wasting necessary logistics.",Strike,,
ocua_shimakaze,WEAPON,"The plethora launcher of hand-sized missiles, the speed of the Shimakaze launcher componsates its pitiful explosive yield with degrees a proper barrage would be sent flying.",Close Support,,
ocua_voxel,WEAPON,"A long-ranged MIRV with an awkward array of dazzling missiles. The Voxel has proven to be a useful deterrent tool to ensare the target with curving micromissiles that irritates defensive systems that leaves a critical opening.

Often been laughed at in its earliest, the Voxel is seen as a fireworks display than a lethal threat to be desired. Little known did this Cyclone-replicant was capable of is to flash their enemies with a mild nuisance of explosives across the intended target.

In this wake, the Oculian drones can set their advance to the confused victim, as shield systems struggle to depict the real target as missiles frantically fly around it, right before it was too late. Bright pink flaring torpedoes have already hit their mark, leaving what remains of the hulk a few inches closer to its destruction.",Support,,
ocua_macroxelplus,WEAPON,The + variant of the reliable explosive crystal torpedo. This potentially nightmarish warhead pod is industrialized for its purpose to clear a path from fighter squadrons or sadistically destroy runaway vessels.,Finisher,,
,,,,,
ocua_flandrey,WEAPON,"A powerful beam technology that blazes through the endless skies, a single Flandrey is enough to irradiate a frigate in seconds through its size and oddity.

Harnessing its energy through not massive crystals but by a wide collection of glass-like belts that forces light to loop long for the intensity to generate enough kinetic energy to be unleashed in its opening, the Flandrey is more of a work of art than out of pure engineering. Its massive motors assist the turret in keeping the belts from loosening its light charge as it continues to fire the massive beam batteries.

Virtually unsalvageable by design, the Flandrey keeps its complex components tightly knit that pirates who try to dissamble instantly breaks upon opening, mostly by its vacuum configuration or its automated trigger mechanism if ever reverse engineering becomes a necessity.",Assault,,
ocua_sagulum_elizabeth,WEAPON,"Permanently mounted Kurtina beam arrays that can cover the width of a typical frigate, this Sagulum prototype is mounted on the Elizabeth to maintain engagement against an otherwise open perimeter.",Close Support,,
ocua_luna,WEAPON,"One of the largest weapon of the Oculian arsenal, the Luna uses full-blown electric batteries to decimate its enemies with its massive discharge.

Local pirates call them ""the Mother's eyes"" as blinding flashes of light hit flagships with such force, victims watch in awe at their destruction. The Luna hardly makes an appearance in smaller ships due to its huge weight and bulky reactors to power the device, but such a weapon will often be used in attempts to overpower forces that would be too strong without, such as a Hegemony or the Tri-Tachyon.",Strike,,
ocua_galalixia_rack,WEAPON,A rudimentary design combined with a massive factory that supplies a seemingly bottomless ordinance allows the Galalixia to push through a fleet with a hail of guided missiles.,Pressure,,
ocua_lamella_station,WEAPON,"Also known as the Death Wall to some pirates, the Lamella is a station-mounted weapon that throws the attacker in disarray with its slow but powerful wall of plasma.",Pressure,,
ocua_alterima,WEAPON,"Carried by the heavy weapons platform Dulcena, this rotatable missile launcher comes with a replenishable flow of ordinance which enables its deadly potential.",Finisher,,
ocua_pixel_cancer,WEAPON,"This lightweight torpedo mount is built for its disposability, a universally adaptable torpedo that requires nothing more but a small power source and a launch point.",,,
ocua_kilopixel_cancer,WEAPON,"An upscaled torpedo that accepts the Cancer carriage section in mind. Unlike its smaller variant, this torpedo has better targeting and thruster systems and a durable casing to ensure its purpose.",,,
ocua_fouette_tick_d_left,WEAPON,"A resized Laser-Canister projector to fit into the Tick's chassis, capable of firing a continuous stream of pulse lasers in its general direction.",,,
ocua_fouette_tick_d_right,WEAPON,"A resized Laser-Canister projector to fit into the Tick's chassis, capable of firing a continuous stream of pulse lasers in its general direction.",,,
ocua_fouette_tick_left,WEAPON,"Empowered by its calculative Oculian pilot, this cannon can fire a steady pace compared to its export variant.",,,
ocua_fouette_tick_right,WEAPON,"Empowered by its calculative Oculian pilot, this cannon can fire a steady pace compared to its export variant.",,,
ocua_frappe_tick_left,WEAPON,"Built to allow a Mikanate pilot to make use of its destruction potential, this resized pulse projector can make short work of its rivalling opponents.",,,
ocua_frappe_tick_right,WEAPON,"Built to allow a Mikanate pilot to make use of its destruction potential, this resized pulse projector can make short work of its rivalling opponents.",,,
ocua_shena_fighter,WEAPON,Compacted quartz cannon with a modified crystal collector and assembler suitable for the Loach series.,,,
,,,,,
ocua_chimly,SHIP,"The smallest carrier unit within the ranks of the Oculian Armada, the Chimly-class prides itself not only in its numbers, but also by its efficient logistics as an extremely low-end carrier.

Oculian borders were thought to be thin due to the significant performance difference between their ships and Tri-Tachyon corporate vessels. Little did the megacorporation or Terran Hegemony expect a stretched security system, which happens to have stationed Chimlies by the hundreds lying in wait for their next salvage operation. Operated by an autonomous driver, the Chimly always runs at full capacity as a fully crewed carrier normally would. Its compact factories churn out Breeze fighters as the drones collect resources for its host ship. 

An efficient vessel, but not necessarily effective on its own.",,,
ocua_chimly_mi,SHIP,"A very unlikely possibility. This Chimly carrier harnesses its powerful production capacity through its small but very reliable upgraded assembly matrix, that allows an escort of its own while it beats down its opposition.

Recently referred by pirates as the Runt Hunter, this Chimly variant certainly made its title clear as it swarms its equally sized opponents with an amount of fighters that does not physically allow in human eyes. But thanks to its efficient assembly matrix, it can and will continue to be as long as the production lines are met with an equally demanding supply chain.",,,
ocua_gretly,SHIP,"The earliest drone models ever seen on record, the Gretly-class has changed over time from a once lowly observation unit into an extremely low-cost, suicidal weapons platform. 

A natural Oculian choice, the transition of the Gretly was not anticipated by the Hegemony upon their prolonged engagement with the Oculians, though not as much as others were during the first AI war. At first, the droned frigate would simply move past defenses, observe, then leave as data gathered or before oncoming pursuit by hostile units. Now, they move in at full speed, firing the largest payload this frigate could achieve and explode at a far greater yield larger than any frigate.

Also known as the Frigate Killer, due to its incredible efficiency of laying waste to most ships of its own size; a simple drone design with a loaded battery cannon placed on top of it built from the cheapest components such as rapidly-fabricated plastic. As mundane as the pirates' Mudskipper variant could have wish succeeded.

The Arch Mother publicly expresses its design to the pirates, astonished of what weapons it could have in the right hands. The Gretly may stand weak, but remains a bane to most of the unexpecting captains, even from the most hardened fleets.",,,
ocua_gretly_mi,SHIP,Reinforced defensive systems with an improved weapons compatibility has turned this Gretly into a menace more ferocious than its own size. Unsuspecting admirals will struggle in fear should this drone platform remain in play for too long.,,,
ocua_prily,SHIP,"More a corvette than a frigate, the Prily-class amasses an assortment of small weapons, fit for an automated gunner to be used in the field. Disposable and cheap, but utterly ruthless in the right hands and underestimated only by the foolhardy.

The Prily is often mistaken as an oversized fighter with heavy weapons built on top of it. Thanks to the Oculian Armada's keen miniaturization techniques, the Prily can hold as many energy weapons as it can maintain its flux-levels with and carries on throughout its assigned missions.",,,
ocua_prily_mi,SHIP,"More like the 'Prowler' for every Oculian fleet that can field one, this heavily outfitted Prily is built to compete high-end frigates in mind with its simple but staggeringly persistent low-end loadout.

Ever since the failure of the Scaffoule project, that was ceased and scavanged which indirectly developed the Hyperion it is today for Tri-Tachyon, the Oculians decided to permit the last-ditched effort to 'fix' the problem. That effort was the Mikanization of the Prily.

This powerful gunship was made that akins to both the Theia and the Hyperion frigate design structure, augmented with a much more superior core module to assist its shield calculations and the ability to overclock its primary processing. The upgraded bridgehead was settled to overcome the excessive momentum stress the additional mass and thruster power faulted on the chassis.

The redesign was less than spectacular, but the results of the sent modded Prilies already outmanuevered the Hyperion with its raw speed and an exceedingly fragile bulkhead. A success, but from a cost of fighting an already stolen design.",,,
ocua_huely,SHIP,"A recent discovery of what lies beyond perception, the Huely-class is a lightweight phase frigate that is very potentially responsible for most of the Oculian intelligence protocols conducted on a strategic scale.

Unlike most current generation phase-craft, the Huely was designed unbeknownst even to the Tri-Tachyon Corporation, likely developed either from a stolen design or in complete discrete. Often undetected or mistaken as a pulse of unwarranted information, the Oculian-designed Huely has arguably the lowest energy profile conceived in the sector, powered by nothing more but an Ionic Power Core and chemical-based ion engines. 

Such an astonishing high-tech ship bizarrely establishes how quite little the ship could even do in a direct fight, more suited to tactical strikes and flanking tactics.",,,
,,,,,
ocua_chimis,SHIP,"Flown by actual crew and its own captain under the Oculian flag, the Chimis-class is considered to be the first proper Oculian Armada carrier with a manned system, but with a much greater effectiveness.

It was unknown at first when the Oculians infested the Persean Sector with automated drones at such great numbers that they were in fact sentient beings, as normally they would be mistaken for the automated [REDACTED] of the AI wars. Bolstering its power with a paired hangar and a weapon system of larger proportions, this loadout implies much for the Armada's attempts for a general expansion into the Persean Sector.

Fighting the first vessels of this model have shown different behaviorial patterns, usually often fleeing upon the first few hits on their hulls. Signs of compromise have been shown in severe conditions. The first Chimis wreckage was shown to have signs of a struggle on what was considered to be the bridge of the ship.",,,
ocua_chimis_mi,SHIP,"A modest upgrade for an already cost-effective carrier, this Mikanate variant comes with a unique package that easily turn this carrier into a warship when a certain demand rises for one.

It is already an existing program since a decade of its construction, the Mikanate protocol comes with its intriguing development of high-end weaponry not even the Tri-Tachyon incorporate anticipated from an AI core that was previously instructed to feed the general population. Not even a word was mentioned of what happened to that same AI, now manifesting a humanoid body of the uncanny but familiar existence.

When Adalie finally started to produce military response units, the decision of the program to upgrade them was setup hoping that it would not come to that point. It was until Tri-Tachyon decided to amass its forces on Hybrasil in order to curb the system and confiscate the evolving rogue. Now, such vessels exist, particularly in response to advanced threats that has a certainty to endanger the Arc Mother's existence.",,,
ocua_sophis,SHIP,"A heavy response vessel of the Oculian Armada, the Sophis-class destroyer comes with its own modular platforms fitted with a wide degree of weaponry to be put into the heat of the fight.

Tight configurations were spent on producing a hull allowing an open cavity that extends an even more flexible configuration, which can be built-in to the hull. Sophis-class destroyers are the bottleneck of any growing Oculian fleet due to such versatility.",,,
ocua_lemphis,SHIP,"A radical design change heavily pursued for specialization, the Lemphis combat-ready design that takes away its mundane semi-modular hull to become a fully-fledged warship.

Not so often an Oculian design would ran out of design configurations that easily meet the efficiency demands for certain tasks such as transport and mid-range escort. The Sophis, being one of the strongest examples, have fallen short on its role as a combat platform, easily taken out by larger ships in spite of its incredible agility even for its own class.

The Lemphis program is assigned to remedy this issue. A deep retrofit of the Sophis bulkhead that includes a Mikanate protocol that greatly improves its basic role as a warship. Equipped with a spread out dissipation sinks and circulated shield-refraction plates, the Lemphis would later comes off as a powerful contender especially as a stand-off fighter against the likes of the Medusa-class.",,,
ocua_sophis_b,SHIP,"An economic conversion of the Sophis destroyer, the ""B"" variant trades its standard arsenal with a volumetric fuel storage that enables longer travel through its simple, manueverable fuel exchanges.

None of the basics of Oculian propulsion made sense upon the discovery of these vessels, as the schematics always suggest that they use ionic draws to propel the hull. Noting the fact that the drones, which hover in open air environments, share this engine design philosophy. A mystery always met with complete uncertainty.",,,
ocua_sophis_c,SHIP,"An economic conversion of the Sophis destroyer, the ""C"" variant trades its offensive arsenal with an equally valuable cargo hold and an efficient logistics drone that maintains the majority of the ship and it's functions.

It was rumored that vessels like these were used to conjoin relations with local pirates of the Persean Sector. The craft's loosened mobility allows faster escapes into hyperspace with little tension against the rupturing storms that haunt most larger vessels. Its economical configuration prevents requirements of any crew, which allows more space within the hull along with a powerful sorting mechanism and can theoretically easily hold more cargo than most of known ships of the same volume and role.

A heavy response vessel of the Oculian Armada, the Sophis-class destroyer comes with its own modular platforms fitted with a wide degree of weaponry to be put into the heat of the fight.

Tight configurations were spent on producing a hull allowing an open cavity that extends an even more flexible configuration, which can be built-in to the hull. Sophis-class destroyers are the bottleneck of any growing Oculian fleet due to such versatility.",,,
ocua_sconis,SHIP,"The lithe vigor of any Oculian escort, the Sconis-class trades the Sophis assault configuration with battleship engines far beyond standard Persean Sector regulations.

The Sconis has a vast configuration change over the Sophis design, thanks to the Armada's flexible assembly matrices. With this change and a reactor overhaul, the Sconis can be flown with any frigate wing whenever the captain chooses to deploy. While it is only lightly armed, it is also faster and can harass any civilian vessels with little to no consequences.

A heavy response vessel of the Oculian Armada, the Sophis-class destroyer comes with its own modular platforms fitted with a wide degree of weaponry to be put into the heat of the fight.

Tight configurations were spent on producing a hull allowing an open cavity that extends an even more flexible configuration, which can be built-in to the hull. Sophis-class destroyers are the bottleneck of any growing Oculian fleet due to such versatility.",,,
ocua_maximis,SHIP,"A glaringly large threat at the heat of battle, the Maximis-class is the first truly unusual design the Oculians bare that carries not one, but two Large Energy weapons, each the size of an average destoyer.

This ship was certainly inspired by pirates, with its loadout of a design. Its bulbous hull cannot hide its use of its powerful reactor,  but it allows its very large turrets to fire freely. With minimal defenses to cover its perimeter, the Maximis is preferably sitting on the sidelines, equipped with as many long-ranged weapons  it can be attached with.",,,
ocua_doris,SHIP,"A true powerhouse relative to the power scale of every Oculian spacecraft known so far, the Doris-class has the potential to overextend where no other ship of its size or classification ever could.

Equipped with two separate bridges which accomodate their own shield emitters, the Doris class destroyer is the embodiment of every known Oculian shield technology deployed in earnest. Its meek engine design betrays its actual mobility due to its lightweight plastic composites most ships usually have, coupled with emitters that keep even ships the harsh cruiser schools of the Domain away. The survivability and tactical prowess these ships display makes the Doris a force not to be taken lightly.",,,
ocua_storkis,SHIP,"Designated as a combat transport, the Storkis has seen more action in combat due to its standard time dilating device that accelerates the process.

Most Storkis vessels were not usually deployed outisde its primary design, a role that all of the Oculian sisters have experienced being in. Once a mysterious notion, this vessel was not known to be a time capsule, due to its simple and bulbous exterior much like most Oculian vessels at the time. But through closer inspection, it appeared to have been used for far longer than it supposed to, it even appeared to been there since before the Collapse.

The inner workings of such a device implied a suspicious nature, a potential that may have utilized the laws of relativity as the ship has never seen combat but more over been sped up in time. Throughout its true purpose, a Storkis uses its time accelerator as the craft slows in a speed unrelative to the time dilation normally experienced in sector. Thanks to the shell's unique composition, the transport withstand the rapid aging process as time flows faster within. With this process, it had been discovered that this craft is definitively a time capsule through its own intention with interiors that permit long-term habitation. And by that, it wasn't long until the pirates knew what happened when the first crafts successfully returned to Adalie.

Vacuum chambers, living spaces and virtual training areas may suggest that the sisters grew here. As time slows for everyone outside the craft, its inhabitants were released and underwent programs that would result to these soldiers, seen in action, in a much smaller time frame. While these same Storkis models may have been retrofitted for personnel transport, its former inhabitants of the ship felt a slight unease as their childhood memories now fly out of the shipyard for much more enduring tasks.",,,
ocua_tsundere,SHIP,"An unusual conversion of Oculian technology that excels on frontal support and assault roles, the Tsundere-class benefits its lighter package with increased speed and efficiency. 

Apparently, this Sunder design was appears to be of Hegemonic origins, but whether or not it was an act of betrayal or some twisted piracy that grants the Oculians technology for such a closely guarded design. At their earnest, an officer, managed to maintain anonyomity, was obliged on that goal and went with a message which was uncovered from the hull's wreckage:

""I cannot say much for what you twisted abonimations have been doing. And how much it has changed since you arrived in this God-forsaken sector. But for what you, and your godawful mother, have done is very inconceivable and an unwanted blessing. While this may not affect our relationship as a whole, may this be a reminder that we are of neutral terms. It's not like we would appreciate any future endeavors or anything.""",,,
,,,,,
